,USAFID,WBAN,YR,M,D,HR,MIN,LAT,LONG,ELEV,WIND_DIR,WIND_SPD,TEMP,DEW_POINT,ATM_PRES
1365,722247,54785,2013,2,11,16,51,40.624,-74.669,30,999,0.0,2.0,2.0,9999.9
1366,722247,54785,2013,2,11,16,53,40.624,-74.669,30,999,0.0,2.2,2.2,1012.8
1367,722247,54785,2013,2,11,17,11,40.624,-74.669,30,999,0.0,2.0,2.0,9999.9
1368,722247,54785,2013,2,11,17,53,40.624,-74.669,30,999,0.0,2.8,2.8,1010.7
1369,722247,54785,2013,2,11,18,33,40.624,-74.669,30,999,0.0,4.0,4.0,9999.9
1370,722247,54785,2013,2,11,18,41,40.624,-74.669,30,999,0.0,4.0,4.0,9999.9
1371,722247,54785,2013,2,11,18,48,40.624,-74.669,30,999,0.0,4.0,4.0,9999.9
1372,722247,54785,2013,2,11,18,53,40.624,-74.669,30,999,0.0,3.9,3.3,1009.4
1373,722247,54785,2013,2,11,19,11,40.624,-74.669,30,999,1.5,4.0,4.0,9999.9
1374,722247,54785,2013,2,11,19,51,40.624,-74.669,30,999,0.0,4.0,4.0,9999.9
1375,722247,54785,2013,2,11,19,53,40.624,-74.669,30,999,0.0,3.9,3.9,1008.2
1376,722247,54785,2013,2,11,20,3,40.624,-74.669,30,999,0.0,4.0,4.0,9999.9
1377,722247,54785,2013,2,11,20,24,40.624,-74.669,30,999,0.0,4.0,4.0,9999.9
1378,722247,54785,2013,2,11,20,53,40.624,-74.669,30,999,0.0,3.9,3.9,1007.0
1379,722247,54785,2013,2,11,21,53,40.624,-74.669,30,999,0.0,3.9,3.3,1006.1
1380,722247,54785,2013,2,11,22,53,40.624,-74.669,30,999,0.0,3.3,3.3,1005.4
1381,722247,54785,2013,2,11,23,40,40.624,-74.669,30,999,0.0,3.0,3.0,9999.9
1382,722247,54785,2013,2,11,23,51,40.624,-74.669,30,999,0.0,3.0,3.0,9999.9
1383,722247,54785,2013,2,11,23,53,40.624,-74.669,30,999,0.0,2.8,2.8,1004.7
1384,722247,54785,2013,2,12,0,10,40.624,-74.669,30,999,0.0,2.0,2.0,9999.9
1385,722247,54785,2013,2,12,0,53,40.624,-74.669,30,999,0.0,1.7,1.7,1004.4
1386,722247,54785,2013,2,12,1,53,40.624,-74.669,30,999,0.0,2.2,2.2,1004.6
1387,722247,54785,2013,2,12,2,53,40.624,-74.669,30,999,0.0,1.7,1.7,1005.8
1388,722247,54785,2013,2,12,3,4,40.624,-74.669,30,999,0.0,3.0,2.0,9999.9
1389,722247,54785,2013,2,12,3,10,40.624,-74.669,30,999,0.0,3.0,3.0,9999.9
1390,722247,54785,2013,2,12,3,23,40.624,-74.669,30,999,0.0,3.0,3.0,9999.9
1391,722247,54785,2013,2,12,3,41,40.624,-74.669,30,330,1.5,3.0,3.0,9999.9
1392,722247,54785,2013,2,12,3,51,40.624,-74.669,30,999,0.0,3.0,3.0,9999.9
1393,722247,54785,2013,2,12,3,53,40.624,-74.669,30,999,0.0,3.3,2.8,1006.4
1394,722247,54785,2013,2,12,4,3,40.624,-74.669,30,999,0.0,2.0,2.0,9999.9
1395,722247,54785,2013,2,12,4,7,40.624,-74.669,30,999,0.0,2.0,2.0,9999.9
1396,722247,54785,2013,2,12,4,15,40.624,-74.669,30,999,0.0,2.0,2.0,9999.9
1397,722247,54785,2013,2,12,4,46,40.624,-74.669,30,999,0.0,1.0,0.0,9999.9
1398,722247,54785,2013,2,12,4,53,40.624,-74.669,30,999,0.0,0.6,0.6,1006.8
1399,722247,54785,2013,2,12,4,59,40.624,-74.669,30,999,999.9,999.9,999.9,9999.9
1400,722247,54785,2013,2,12,5,26,40.624,-74.669,30,999,0.0,0.0,-1.0,9999.9
1401,722247,54785,2013,2,12,5,35,40.624,-74.669,30,999,0.0,-1.0,-1.0,9999.9
1402,722247,54785,2013,2,12,5,40,40.624,-74.669,30,999,0.0,-1.0,-1.0,9999.9
1403,722247,54785,2013,2,12,5,53,40.624,-74.669,30,999,2.6,1.7,1.1,1007.4
1404,722247,54785,2013,2,12,6,53,40.624,-74.669,30,999,2.1,4.4,-1.7,1007.6
1405,722247,54785,2013,2,12,7,53,40.624,-74.669,30,300,5.7,5.0,-3.3,1008.0
1406,722247,54785,2013,2,12,8,53,40.624,-74.669,30,300,2.1,3.9,-2.8,1008.7
1407,722247,54785,2013,2,12,9,53,40.624,-74.669,30,290,3.6,4.4,-3.3,1009.2
1408,722247,54785,2013,2,12,10,53,40.624,-74.669,30,999,1.5,4.4,-3.9,1009.6
1409,722247,54785,2013,2,12,11,53,40.624,-74.669,30,999,2.6,3.9,-4.4,1010.2
1410,722247,54785,2013,2,12,12,53,40.624,-74.669,30,300,3.6,4.4,-4.4,1011.1
1411,722247,54785,2013,2,12,13,53,40.624,-74.669,30,260,4.1,5.6,-4.4,1011.3
1412,722247,54785,2013,2,12,14,53,40.624,-74.669,30,280,4.1,5.6,-5.0,1011.9
1413,722247,54785,2013,2,12,15,53,40.624,-74.669,30,280,4.6,5.6,-4.4,1012.5
1414,722247,54785,2013,2,12,16,53,40.624,-74.669,30,290,3.6,6.1,-4.4,1013.0
1415,722247,54785,2013,2,12,17,53,40.624,-74.669,30,290,4.1,6.7,-4.4,1012.8
1416,722247,54785,2013,2,12,18,53,40.624,-74.669,30,290,6.7,6.1,-4.4,1012.5
1417,722247,54785,2013,2,12,19,53,40.624,-74.669,30,280,3.6,6.1,-4.4,1012.2
1418,722247,54785,2013,2,12,20,53,40.624,-74.669,30,999,3.1,5.0,-4.4,1011.5
1419,722247,54785,2013,2,12,21,53,40.624,-74.669,30,999,0.0,5.0,-5.0,1012.0
1420,722247,54785,2013,2,12,22,53,40.624,-74.669,30,260,3.6,4.4,-4.4,1015.1
1421,722247,54785,2013,2,12,23,53,40.624,-74.669,30,999,0.0,3.3,-5.0,1014.7
1422,722247,54785,2013,2,13,0,53,40.624,-74.669,30,280,1.5,2.8,-5.0,1014.9
1423,722247,54785,2013,2,13,1,53,40.624,-74.669,30,280,1.5,2.2,-5.0,1013.7
1424,722247,54785,2013,2,13,2,53,40.624,-74.669,30,310,2.6,1.1,-5.0,1012.9
1425,722247,54785,2013,2,13,3,53,40.624,-74.669,30,280,1.5,0.0,-5.0,1013.3
1426,722247,54785,2013,2,13,4,53,40.624,-74.669,30,999,0.0,-1.1,-5.0,1013.7
1427,722247,54785,2013,2,13,4,59,40.624,-74.669,30,999,999.9,999.9,999.9,9999.9
1428,722247,54785,2013,2,13,5,53,40.624,-74.669,30,999,0.0,-2.8,-5.0,1013.9
1429,722247,54785,2013,2,13,6,53,40.624,-74.669,30,999,0.0,-3.9,-5.6,1014.5
1430,722247,54785,2013,2,13,7,53,40.624,-74.669,30,999,0.0,-4.4,-6.1,1014.1
1431,722247,54785,2013,2,13,8,53,40.624,-74.669,30,999,0.0,-4.4,-6.1,1013.2
1432,722247,54785,2013,2,13,9,53,40.624,-74.669,30,310,1.5,-5.0,-6.1,1012.8
1433,722247,54785,2013,2,13,10,53,40.624,-74.669,30,999,0.0,-6.1,-7.2,1013.0
1434,722247,54785,2013,2,13,11,53,40.624,-74.669,30,999,0.0,-5.6,-7.2,1012.8
1435,722247,54785,2013,2,13,12,53,40.624,-74.669,30,999,0.0,-4.4,-5.6,1012.8
1436,722247,54785,2013,2,13,13,53,40.624,-74.669,30,999,0.0,-0.6,-3.9,1012.1
1437,722247,54785,2013,2,13,14,53,40.624,-74.669,30,10,2.1,3.3,-5.6,1011.3
1438,722247,54785,2013,2,13,15,53,40.624,-74.669,30,190,2.6,3.9,-4.4,1012.3
1439,722247,54785,2013,2,13,16,53,40.624,-74.669,30,170,2.1,3.9,-4.4,1011.0
1440,722247,54785,2013,2,13,17,53,40.624,-74.669,30,999,0.0,5.0,-4.4,1009.2
1441,722247,54785,2013,2,13,18,53,40.624,-74.669,30,999,0.0,6.1,-3.9,1008.2
1442,722247,54785,2013,2,13,19,53,40.624,-74.669,30,999,0.0,6.1,-4.4,1007.6
1443,722247,54785,2013,2,13,20,53,40.624,-74.669,30,170,2.1,5.6,-3.3,1007.3
1444,722247,54785,2013,2,13,21,53,40.624,-74.669,30,999,0.0,5.0,-4.4,1005.7
1445,722247,54785,2013,2,13,22,53,40.624,-74.669,30,999,0.0,4.4,-3.9,1005.0
1446,722247,54785,2013,2,13,23,53,40.624,-74.669,30,999,0.0,3.3,-2.2,1005.8
1447,722247,54785,2013,2,14,0,53,40.624,-74.669,30,999,0.0,1.7,-0.6,1005.6
1448,722247,54785,2013,2,14,1,43,40.624,-74.669,30,300,1.5,2.0,0.0,9999.9
1449,722247,54785,2013,2,14,1,53,40.624,-74.669,30,320,2.1,1.7,0.0,1006.2
1450,722247,54785,2013,2,14,2,9,40.624,-74.669,30,310,1.5,1.0,0.0,9999.9
1451,722247,54785,2013,2,14,2,33,40.624,-74.669,30,999,0.0,1.0,0.0,9999.9
1452,722247,54785,2013,2,14,2,41,40.624,-74.669,30,999,0.0,1.0,0.0,9999.9
1453,722247,54785,2013,2,14,2,53,40.624,-74.669,30,999,0.0,1.1,0.0,1005.9
1454,722247,54785,2013,2,14,3,6,40.624,-74.669,30,999,0.0,1.0,0.0,9999.9
1455,722247,54785,2013,2,14,3,18,40.624,-74.669,30,999,0.0,1.0,0.0,9999.9
1456,722247,54785,2013,2,14,3,53,40.624,-74.669,30,999,0.0,0.6,0.0,1005.7
1457,722247,54785,2013,2,14,4,9,40.624,-74.669,30,999,0.0,1.0,0.0,9999.9
1458,722247,54785,2013,2,14,4,17,40.624,-74.669,30,999,0.0,1.0,1.0,9999.9
1459,722247,54785,2013,2,14,4,53,40.624,-74.669,30,999,0.0,0.6,0.0,1006.1
1460,722247,54785,2013,2,14,4,59,40.624,-74.669,30,999,999.9,999.9,999.9,9999.9
1461,722247,54785,2013,2,14,5,18,40.624,-74.669,30,999,0.0,1.0,0.0,9999.9
1462,722247,54785,2013,2,14,5,53,40.624,-74.669,30,999,0.0,0.6,0.6,1006.2
1463,722247,54785,2013,2,14,6,53,40.624,-74.669,30,999,0.0,0.6,0.0,1007.2
1464,722247,54785,2013,2,14,7,5,40.624,-74.669,30,999,0.0,1.0,0.0,9999.9
1465,722247,54785,2013,2,14,7,18,40.624,-74.669,30,999,0.0,1.0,0.0,9999.9
1466,722247,54785,2013,2,14,7,34,40.624,-74.669,30,999,0.0,1.0,0.0,9999.9
1467,722247,54785,2013,2,14,7,51,40.624,-74.669,30,999,0.0,1.0,0.0,9999.9
1468,722247,54785,2013,2,14,7,53,40.624,-74.669,30,999,0.0,0.6,0.0,1008.2
1469,722247,54785,2013,2,14,8,31,40.624,-74.669,30,999,0.0,0.0,0.0,9999.9
1470,722247,54785,2013,2,14,8,43,40.624,-74.669,30,999,0.0,0.0,0.0,9999.9
1471,722247,54785,2013,2,14,8,53,40.624,-74.669,30,999,0.0,0.0,-0.6,1008.9
1472,722247,54785,2013,2,14,9,1,40.624,-74.669,30,999,0.0,0.0,-1.0,9999.9
1473,722247,54785,2013,2,14,9,36,40.624,-74.669,30,999,0.0,0.0,-1.0,9999.9
1474,722247,54785,2013,2,14,9,44,40.624,-74.669,30,999,0.0,-1.0,-1.0,9999.9
1475,722247,54785,2013,2,14,9,51,40.624,-74.669,30,999,0.0,-1.0,-1.0,9999.9
1476,722247,54785,2013,2,14,9,53,40.624,-74.669,30,999,0.0,-0.6,-1.1,1009.7
1477,722247,54785,2013,2,14,9,59,40.624,-74.669,30,999,0.0,-1.0,-1.0,9999.9
1478,722247,54785,2013,2,14,10,5,40.624,-74.669,30,999,0.0,-1.0,-1.0,9999.9
1479,722247,54785,2013,2,14,10,23,40.624,-74.669,30,999,0.0,-1.0,-1.0,9999.9
1480,722247,54785,2013,2,14,10,36,40.624,-74.669,30,300,1.5,-1.0,-2.0,9999.9
1481,722247,54785,2013,2,14,10,53,40.624,-74.669,30,999,0.0,-1.1,-1.7,1010.7
1482,722247,54785,2013,2,14,11,4,40.624,-74.669,30,999,0.0,-2.0,-2.0,9999.9
1483,722247,54785,2013,2,14,11,10,40.624,-74.669,30,999,0.0,-1.0,-2.0,9999.9
1484,722247,54785,2013,2,14,11,17,40.624,-74.669,30,999,0.0,-1.0,-2.0,9999.9
1485,722247,54785,2013,2,14,11,53,40.624,-74.669,30,999,0.0,-1.7,-2.8,1011.7
1486,722247,54785,2013,2,14,12,7,40.624,-74.669,30,999,0.0,-2.0,-2.0,9999.9
1487,722247,54785,2013,2,14,12,14,40.624,-74.669,30,999,0.0,-2.0,-2.0,9999.9
1488,722247,54785,2013,2,14,12,33,40.624,-74.669,30,999,0.0,-1.0,-2.0,9999.9
1489,722247,54785,2013,2,14,12,51,40.624,-74.669,30,999,0.0,0.0,0.0,9999.9
1490,722247,54785,2013,2,14,12,53,40.624,-74.669,30,999,0.0,0.0,0.0,1013.1
1491,722247,54785,2013,2,14,13,17,40.624,-74.669,30,999,0.0,1.0,0.0,9999.9
1492,722247,54785,2013,2,14,13,25,40.624,-74.669,30,999,0.0,1.0,0.0,9999.9
1493,722247,54785,2013,2,14,13,53,40.624,-74.669,30,999,0.0,1.1,0.0,1013.7
1494,722247,54785,2013,2,14,14,53,40.624,-74.669,30,999,2.6,3.9,0.0,1014.0
1495,722247,54785,2013,2,14,15,53,40.624,-74.669,30,999,2.1,5.0,-2.8,1014.2
1496,722247,54785,2013,2,14,16,53,40.624,-74.669,30,340,2.1,6.1,-3.3,1014.1
1497,722247,54785,2013,2,14,17,53,40.624,-74.669,30,999,1.5,6.1,-3.3,1013.5
1498,722247,54785,2013,2,14,18,53,40.624,-74.669,30,999,2.1,7.2,-2.8,1013.6
1499,722247,54785,2013,2,14,19,53,40.624,-74.669,30,999,2.1,7.2,-3.3,1013.7
1500,722247,54785,2013,2,14,20,53,40.624,-74.669,30,999,2.1,7.2,-3.3,1013.9
1501,722247,54785,2013,2,14,21,53,40.624,-74.669,30,999,999.9,6.7,-5.6,1014.5
1502,722247,54785,2013,2,14,22,53,40.624,-74.669,30,999,0.0,4.4,-4.4,1014.2
1503,722247,54785,2013,2,14,23,53,40.624,-74.669,30,999,0.0,1.7,-3.9,1015.1
1504,722247,54785,2013,2,15,0,53,40.624,-74.669,30,999,0.0,-0.6,-3.9,1015.3
1505,722247,54785,2013,2,15,1,53,40.624,-74.669,30,999,0.0,-1.7,-3.9,1015.5
1506,722247,54785,2013,2,15,2,53,40.624,-74.669,30,999,0.0,-1.7,-3.9,1015.9
1507,722247,54785,2013,2,15,3,53,40.624,-74.669,30,999,0.0,-2.8,-4.4,1015.8
1508,722247,54785,2013,2,15,4,53,40.624,-74.669,30,999,0.0,-3.3,-4.4,1015.8
1509,722247,54785,2013,2,15,4,59,40.624,-74.669,30,999,999.9,999.9,999.9,9999.9
1510,722247,54785,2013,2,15,5,53,40.624,-74.669,30,999,0.0,-3.3,-4.4,1016.0
1511,722247,54785,2013,2,15,6,53,40.624,-74.669,30,999,0.0,-2.2,-3.3,1015.7
1512,722247,54785,2013,2,15,7,53,40.624,-74.669,30,999,0.0,-2.8,-3.9,1015.6
1513,722247,54785,2013,2,15,8,53,40.624,-74.669,30,999,0.0,-2.8,-4.4,1015.6
1514,722247,54785,2013,2,15,9,53,40.624,-74.669,30,999,0.0,-3.3,-4.4,1015.5
1515,722247,54785,2013,2,15,10,53,40.624,-74.669,30,999,0.0,-3.9,-5.6,1015.4
1516,722247,54785,2013,2,15,11,53,40.624,-74.669,30,999,0.0,-4.4,-5.6,1015.3
1517,722247,54785,2013,2,15,12,53,40.624,-74.669,30,999,0.0,-2.8,-4.4,1016.1
1518,722247,54785,2013,2,15,13,53,40.624,-74.669,30,999,0.0,1.7,-0.6,1016.2
1519,722247,54785,2013,2,15,14,53,40.624,-74.669,30,999,0.0,5.0,0.0,1016.2
1520,722247,54785,2013,2,15,15,53,40.624,-74.669,30,180,2.6,7.2,1.1,1016.1
1521,722247,54785,2013,2,15,16,53,40.624,-74.669,30,999,1.5,10.0,1.1,1014.7
1522,722247,54785,2013,2,15,17,53,40.624,-74.669,30,999,2.6,12.8,-0.6,1013.6
1523,722247,54785,2013,2,15,18,53,40.624,-74.669,30,270,4.6,12.8,-1.7,1013.0
1524,722247,54785,2013,2,15,19,53,40.624,-74.669,30,999,2.6,12.8,-1.7,1012.6
1525,722247,54785,2013,2,15,20,53,40.624,-74.669,30,999,2.6,12.8,-1.7,1012.7
1526,722247,54785,2013,2,15,21,53,40.624,-74.669,30,310,2.6,11.1,-1.7,1012.8
1527,722247,54785,2013,2,15,22,53,40.624,-74.669,30,999,0.0,7.8,-1.7,1012.9
1528,722247,54785,2013,2,15,23,53,40.624,-74.669,30,999,0.0,5.0,-1.1,1012.8
1529,722247,54785,2013,2,16,0,53,40.624,-74.669,30,999,0.0,2.8,-1.7,1013.1
1530,722247,54785,2013,2,16,1,53,40.624,-74.669,30,999,0.0,3.9,-1.1,1013.3
1531,722247,54785,2013,2,16,2,53,40.624,-74.669,30,330,3.1,6.7,-2.2,1014.0
1532,722247,54785,2013,2,16,3,53,40.624,-74.669,30,310,4.1,5.0,0.6,1014.8
1533,722247,54785,2013,2,16,4,53,40.624,-74.669,30,310,2.6,2.8,1.1,1015.0
1534,722247,54785,2013,2,16,4,59,40.624,-74.669,30,999,999.9,999.9,999.9,9999.9
1535,722247,54785,2013,2,16,5,53,40.624,-74.669,30,999,0.0,2.2,1.1,1015.0
1536,722247,54785,2013,2,16,6,16,40.624,-74.669,30,999,0.0,2.0,2.0,9999.9
1537,722247,54785,2013,2,16,6,53,40.624,-74.669,30,999,0.0,2.2,1.7,1014.3
1538,722247,54785,2013,2,16,7,9,40.624,-74.669,30,999,0.0,2.0,2.0,9999.9
1539,722247,54785,2013,2,16,7,53,40.624,-74.669,30,999,0.0,1.7,1.1,1013.9
1540,722247,54785,2013,2,16,8,39,40.624,-74.669,30,999,0.0,1.0,1.0,9999.9
1541,722247,54785,2013,2,16,8,48,40.624,-74.669,30,999,0.0,1.0,1.0,9999.9
1542,722247,54785,2013,2,16,8,53,40.624,-74.669,30,999,0.0,1.1,0.6,1013.4
1543,722247,54785,2013,2,16,9,2,40.624,-74.669,30,999,0.0,1.0,1.0,9999.9
1544,722247,54785,2013,2,16,9,7,40.624,-74.669,30,999,0.0,1.0,1.0,9999.9
1545,722247,54785,2013,2,16,9,14,40.624,-74.669,30,999,0.0,1.0,1.0,9999.9
1546,722247,54785,2013,2,16,9,31,40.624,-74.669,30,999,0.0,2.0,1.0,9999.9
1547,722247,54785,2013,2,16,9,53,40.624,-74.669,30,350,2.1,1.7,0.6,1013.6
1548,722247,54785,2013,2,16,10,1,40.624,-74.669,30,340,2.6,2.0,0.0,9999.9
1549,722247,54785,2013,2,16,10,53,40.624,-74.669,30,320,2.1,1.7,-1.1,1013.9
1550,722247,54785,2013,2,16,11,53,40.624,-74.669,30,340,2.1,1.7,-1.7,1014.0
1551,722247,54785,2013,2,16,12,53,40.624,-74.669,30,360,1.5,1.7,-2.8,1014.3
1552,722247,54785,2013,2,16,13,53,40.624,-74.669,30,340,3.1,1.1,-3.3,1014.2
1553,722247,54785,2013,2,16,14,53,40.624,-74.669,30,360,3.6,1.7,-4.4,1013.9
1554,722247,54785,2013,2,16,15,53,40.624,-74.669,30,350,4.1,2.2,-5.6,1013.6
1555,722247,54785,2013,2,16,16,53,40.624,-74.669,30,330,5.1,2.8,-5.0,1012.9
1556,722247,54785,2013,2,16,17,53,40.624,-74.669,30,340,3.1,2.2,-5.0,1012.6
1557,722247,54785,2013,2,16,18,53,40.624,-74.669,30,350,2.6,2.2,-6.1,1011.8
1558,722247,54785,2013,2,16,19,53,40.624,-74.669,30,10,2.6,2.8,-6.1,1011.2
1559,722247,54785,2013,2,16,20,53,40.624,-74.669,30,350,3.1,2.8,-7.2,1011.2
1560,722247,54785,2013,2,16,21,53,40.624,-74.669,30,340,2.6,2.2,-7.2,1010.9
1561,722247,54785,2013,2,16,22,53,40.624,-74.669,30,340,3.1,1.1,-8.9,1011.0
1562,722247,54785,2013,2,16,23,53,40.624,-74.669,30,340,3.1,0.6,-8.9,1010.4
1563,722247,54785,2013,2,17,0,53,40.624,-74.669,30,340,3.6,0.6,-9.4,1010.0
1564,722247,54785,2013,2,17,1,53,40.624,-74.669,30,350,4.6,0.6,-10.0,1009.9
1565,722247,54785,2013,2,17,2,53,40.624,-74.669,30,350,5.7,0.0,-10.6,1009.8
1566,722247,54785,2013,2,17,3,53,40.624,-74.669,30,340,5.1,-0.6,-12.2,1008.6
1567,722247,54785,2013,2,17,4,53,40.624,-74.669,30,340,5.1,-1.1,-12.8,1008.1
1568,722247,54785,2013,2,17,4,59,40.624,-74.669,30,999,999.9,999.9,999.9,9999.9
1569,722247,54785,2013,2,17,5,53,40.624,-74.669,30,340,4.6,-1.7,-12.8,1007.3
1570,722247,54785,2013,2,17,6,53,40.624,-74.669,30,340,4.1,-1.7,-13.3,1007.1
1571,722247,54785,2013,2,17,7,53,40.624,-74.669,30,340,5.1,-2.2,-12.8,1006.4
1572,722247,54785,2013,2,17,8,53,40.624,-74.669,30,340,3.1,-2.2,-13.3,1006.4
1573,722247,54785,2013,2,17,9,53,40.624,-74.669,30,330,5.7,-2.2,-15.6,1006.2
1574,722247,54785,2013,2,17,10,53,40.624,-74.669,30,320,6.2,-2.8,-15.6,1006.4
1575,722247,54785,2013,2,17,11,53,40.624,-74.669,30,320,5.7,-3.3,-16.1,1006.1
1576,722247,54785,2013,2,17,12,53,40.624,-74.669,30,330,6.7,-3.3,-16.1,1007.0
1577,722247,54785,2013,2,17,13,53,40.624,-74.669,30,330,9.8,-2.2,-16.7,1006.8
1578,722247,54785,2013,2,17,14,53,40.624,-74.669,30,310,9.3,-1.7,-16.1,1007.1
1579,722247,54785,2013,2,17,15,53,40.624,-74.669,30,330,9.8,-1.1,-16.1,1007.5
1580,722247,54785,2013,2,17,16,53,40.624,-74.669,30,310,11.3,-1.1,-16.7,1007.7
1581,722247,54785,2013,2,17,17,53,40.624,-74.669,30,320,8.2,-0.6,-16.1,1007.3
1582,722247,54785,2013,2,17,18,53,40.624,-74.669,30,320,9.3,-1.7,-17.2,1008.0
1583,722247,54785,2013,2,17,19,53,40.624,-74.669,30,310,8.8,-1.7,-16.1,1008.6
1584,722247,54785,2013,2,17,20,53,40.624,-74.669,30,310,8.2,-1.7,-15.6,1009.2
1585,722247,54785,2013,2,17,21,53,40.624,-74.669,30,330,7.2,-2.8,-13.9,1010.2
1586,722247,54785,2013,2,17,22,53,40.624,-74.669,30,310,7.2,-3.9,-15.6,1011.2
1587,722247,54785,2013,2,17,23,53,40.624,-74.669,30,320,7.7,-4.4,-14.4,1012.4
1588,722247,54785,2013,2,18,0,53,40.624,-74.669,30,320,6.2,-5.0,-18.3,1013.7
1589,722247,54785,2013,2,18,1,53,40.624,-74.669,30,300,6.7,-6.1,-18.3,1014.9
1590,722247,54785,2013,2,18,2,53,40.624,-74.669,30,300,5.1,-7.2,-17.8,1016.1
1591,722247,54785,2013,2,18,3,53,40.624,-74.669,30,310,6.2,-7.2,-17.8,1016.5
1592,722247,54785,2013,2,18,4,53,40.624,-74.669,30,310,5.7,-7.2,-17.8,1017.3
1593,722247,54785,2013,2,18,4,59,40.624,-74.669,30,999,999.9,999.9,999.9,9999.9
1594,722247,54785,2013,2,18,5,53,40.624,-74.669,30,310,7.7,-7.2,-17.8,1017.9
1595,722247,54785,2013,2,18,6,53,40.624,-74.669,30,290,5.7,-7.8,-17.8,1018.5
1596,722247,54785,2013,2,18,7,53,40.624,-74.669,30,280,3.6,-7.8,-17.8,1019.1
1597,722247,54785,2013,2,18,8,53,40.624,-74.669,30,310,7.2,-8.3,-17.8,1019.5
1598,722247,54785,2013,2,18,9,53,40.624,-74.669,30,310,6.2,-8.3,-17.2,1020.9
1599,722247,54785,2013,2,18,10,53,40.624,-74.669,30,300,5.1,-8.3,-17.2,1021.9
1600,722247,54785,2013,2,18,11,53,40.624,-74.669,30,310,5.7,-8.3,-17.2,1023.0
1601,722247,54785,2013,2,18,12,53,40.624,-74.669,30,300,3.6,-7.8,-16.7,1024.1
1602,722247,54785,2013,2,18,13,53,40.624,-74.669,30,999,3.1,-6.1,-16.1,1024.7
1603,722247,54785,2013,2,18,14,53,40.624,-74.669,30,300,6.7,-4.4,-15.6,1024.8
1604,722247,54785,2013,2,18,15,53,40.624,-74.669,30,310,4.6,-3.3,-15.6,1025.3
1605,722247,54785,2013,2,18,16,53,40.624,-74.669,30,300,5.1,-1.7,-15.0,1025.0
1606,722247,54785,2013,2,18,17,53,40.624,-74.669,30,310,6.2,-0.6,-15.0,1023.9
1607,722247,54785,2013,2,18,18,53,40.624,-74.669,30,999,3.1,0.6,-14.4,1023.0
1608,722247,54785,2013,2,18,19,53,40.624,-74.669,30,999,2.1,1.1,-13.9,1022.6
1609,722247,54785,2013,2,18,20,53,40.624,-74.669,30,999,3.1,1.7,-13.3,1022.7
1610,722247,54785,2013,2,18,21,53,40.624,-74.669,30,999,1.5,1.1,-13.3,1022.6
1611,722247,54785,2013,2,18,22,53,40.624,-74.669,30,999,0.0,-0.6,-12.8,1022.9
1612,722247,54785,2013,2,18,23,53,40.624,-74.669,30,999,0.0,-1.1,-12.2,1023.2
1613,722247,54785,2013,2,19,0,53,40.624,-74.669,30,999,0.0,-2.8,-10.6,1023.3
1614,722247,54785,2013,2,19,1,53,40.624,-74.669,30,999,0.0,-2.8,-10.6,1022.9
1615,722247,54785,2013,2,19,2,53,40.624,-74.669,30,999,0.0,-3.9,-7.8,1022.9
1616,722247,54785,2013,2,19,3,53,40.624,-74.669,30,999,0.0,-2.8,-9.4,1022.6
1617,722247,54785,2013,2,19,4,53,40.624,-74.669,30,999,0.0,-4.4,-8.3,1022.2
1618,722247,54785,2013,2,19,4,59,40.624,-74.669,30,999,999.9,999.9,999.9,9999.9
1619,722247,54785,2013,2,19,5,53,40.624,-74.669,30,999,0.0,-4.4,-8.9,1021.9
1620,722247,54785,2013,2,19,6,53,40.624,-74.669,30,999,0.0,-4.4,-9.4,1021.2
1621,722247,54785,2013,2,19,7,53,40.624,-74.669,30,999,0.0,-5.6,-8.9,1020.4
1622,722247,54785,2013,2,19,8,53,40.624,-74.669,30,999,0.0,-6.1,-7.8,1020.0
1623,722247,54785,2013,2,19,9,53,40.624,-74.669,30,999,0.0,-6.7,-8.3,1019.3
1624,722247,54785,2013,2,19,10,53,40.624,-74.669,30,999,0.0,-6.7,-8.9,1018.4
1625,722247,54785,2013,2,19,11,53,40.624,-74.669,30,999,0.0,-7.2,-8.9,1017.5
1626,722247,54785,2013,2,19,12,53,40.624,-74.669,30,999,0.0,-5.0,-7.8,1017.6
1627,722247,54785,2013,2,19,13,53,40.624,-74.669,30,999,0.0,-2.2,-6.1,1016.6
1628,722247,54785,2013,2,19,14,53,40.624,-74.669,30,999,0.0,2.2,-4.4,1015.3
1629,722247,54785,2013,2,19,15,53,40.624,-74.669,30,180,1.5,5.0,-3.9,1014.6
1630,722247,54785,2013,2,19,16,53,40.624,-74.669,30,230,4.6,7.2,-1.7,1013.8
1631,722247,54785,2013,2,19,17,9,40.624,-74.669,30,210,4.1,5.0,2.0,9999.9
1632,722247,54785,2013,2,19,17,53,40.624,-74.669,30,170,1.5,4.4,2.2,1012.0
1633,722247,54785,2013,2,19,18,53,40.624,-74.669,30,170,1.5,4.4,3.3,1010.5
1634,722247,54785,2013,2,19,19,32,40.624,-74.669,30,160,2.1,5.0,4.0,9999.9
1635,722247,54785,2013,2,19,19,51,40.624,-74.669,30,140,1.5,5.0,4.0,9999.9
1636,722247,54785,2013,2,19,19,53,40.624,-74.669,30,130,1.5,5.0,3.9,1008.3
1637,722247,54785,2013,2,19,20,31,40.624,-74.669,30,999,0.0,4.0,4.0,9999.9
